text,sentiment
wants TFA back.  http://plurk.com/p/x2rgl,neutral
still on the train goin 2 the southside!,neutral
Coffee time  be back later kisses*,neutral
I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral
but i`m talking to the boy first,neutral
_ENVY how come you dont think you did good?!,neutral
I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,neutral
Out with Audrey,neutral
 Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral
" I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral
in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral
Went and saw Fighting last night with the best friend. It wasn`t all that great but Channing Tatum is amazing!,neutral
My throat is on fire,neutral
" Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
 what kind of food Celli? I`m following you now,neutral
"I just want this whole day to hurry up,",neutral
" Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
" Aye, May the 4th be with you",neutral
the suns starting to go in  im getting coldddd!,neutral
On my way to dazzle bar!!,neutral
" lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral
Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral
 yes not for putting inside anything else,neutral
 haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,neutral
what am i gonna do when my iphone is full!,neutral
is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
 couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral
 does it work on the iPhone as my MacBook is flat,neutral
 You know we do!,neutral
wants this summer to actually have some sun in it,neutral
http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral
"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral
i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,neutral
"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral
 Were have you been?,neutral
Yeah Yeah Yeahs - Softshock,neutral
We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,neutral
 yeaaa i just got the link off his lj,neutral
Somebody get me out of work tomorrow.,neutral
? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neutral
 crud is all I can say,neutral
going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral
"Is ahhh, ching chong wing wong ping pong ding dong!",neutral
_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral
listening to a new Stolen Sheep record,neutral
Home from work. A few hours of sleep then putting some miles on the new bike.,neutral
"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral
http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,neutral
"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral
 Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
 mean,neutral
finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral
waiting for the battery to charge for my new DSLR,neutral
 My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,neutral
"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral
just got outta work.  ....... Frankie`s house.,neutral
 kirk is hotter than spock,neutral
 Search for 'Asos coupons' in Google  Plenty to choose from,neutral
'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral
 - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral
Omg I can`t believe jay leno is going off the air,neutral
Is in starbucks,neutral
 Oceans 12,neutral
Waking up early to go to the gym,neutral
"Out with Bre, Jimmy, and Jon P?",neutral
"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
bout to go to work,neutral
In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,neutral
" Trying to watch your vids, but the audio has been disabled",neutral
weather starting to be better  So just SHINE **,neutral
" diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.",neutral
 http://twitpic.com/4bckp - that should answer part of your question,neutral
Watching some vintage topgear,neutral
Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral
"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
 - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,neutral
 oh..keep working on it..you can always make it a little smaller,neutral
had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral
_ife not to forget cinnamon!,neutral
" I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral
might be at cornerstone this year,neutral
I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
 it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral
 no need to thank  we all just have to keep the good thought!,neutral
SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,neutral
is now on twitter.....,neutral
"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",neutral
 what have you been up to ?,neutral
Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),neutral
how i wish the result IS true...,neutral
  I don`t have a subject line on my phone...  just normal texts.,neutral
alhamdulilah. i got accepted into nafa,neutral
Girsl night ! on my way to foam party  No sleep tonight !!,neutral
 Random has an a,neutral
__marie lol..french toast sticks too!,neutral
going to the memorial for the guy in my grade that died.,neutral
"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral
Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,neutral
i`m awake while others sleep,neutral
_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neutral
 Me too   haha I did but have no credit,neutral
Be my Yoko Ono and follow me wherever I may go !,neutral
there`s no point in bein on here if no one else in on,neutral
 And who says I wasn`t just muttering to myself?,neutral
work all day,neutral
 and movies too!!!,neutral
 why not united kingdom,neutral
Reading Breaking Dawn,neutral
"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",neutral
 p.s. There is such thing as having too much sushi! Bleeeeah!,neutral
 Is that why your blog is set to private?,neutral
" Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",neutral
Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
Ugh id better get up for work,neutral
I dont think he`s ganna text me.,neutral
" WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him  x",neutral
 whats the next movie review going to be? You`re like wossy of brum. Just more controversial,neutral
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,neutral
 oh yeah,neutral
 No star replies to me,neutral
oh yeah the grill is out...its bbq tonight at the house,neutral
 we had bbq chicken pizza last night! (although it wasn`t deep dish   glad to hear you had fun in p.r.!!,neutral
My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,neutral
 no its the same,neutral
 Hey Mr Luketic! I don`t have your number to send by phone.  You can email me at heathfox.com if that would be ok.,neutral
